date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_ranking,away_ranking
1996-06-19,Italy,Germany,0.0,0.0,UEFA Euro,Manchester,England,True,7,2
1996-06-19,Russia,Czech Republic,3.0,3.0,UEFA Euro,Liverpool,England,True,3,0
1996-06-19,Turkey,Denmark,0.0,3.0,UEFA Euro,Sheffield,England,True,30,11
1996-06-22,England,Spain,0.0,0.0,UEFA Euro,London,England,False,24,6
1996-06-22,France,Netherlands,0.0,0.0,UEFA Euro,Liverpool,England,True,5,13
1996-06-23,Czech Republic,Portugal,1.0,0.0,UEFA Euro,Birmingham,England,True,0,18
1996-06-23,Germany,Croatia,2.0,1.0,UEFA Euro,Manchester,England,True,2,27
1996-06-26,England,Germany,1.0,1.0,UEFA Euro,London,England,False,24,2
1996-06-26,France,Czech Republic,0.0,0.0,UEFA Euro,Manchester,England,True,5,0
1996-06-30,Czech Republic,Germany,1.0,2.0,UEFA Euro,London,England,True,0,2
2000-06-10,Belgium,Sweden,2.0,1.0,UEFA Euro,Brussels,Belgium,False,30,16
2000-06-11,France,Denmark,3.0,0.0,UEFA Euro,Bruges,Belgium,True,2,13
2000-06-11,Netherlands,Czech Republic,1.0,0.0,UEFA Euro,Amsterdam,Netherlands,False,21,0
2000-06-11,Turkey,Italy,1.0,2.0,UEFA Euro,Arnhem,Netherlands,True,35,14
2000-06-12,Germany,Romania,1.0,1.0,UEFA Euro,Liège,Belgium,True,6,11
2000-06-12,Portugal,England,3.0,2.0,UEFA Euro,Eindhoven,Netherlands,True,15,12
2000-06-13,Serbia,Slovenia,3.0,3.0,UEFA Euro,Charleroi,Belgium,True,47,46
2000-06-13,Spain,Norway,0.0,1.0,UEFA Euro,Rotterdam,Netherlands,True,4,7
2000-06-14,Belgium,Italy,0.0,2.0,UEFA Euro,Brussels,Belgium,False,30,14
2000-06-15,Sweden,Turkey,0.0,0.0,UEFA Euro,Eindhoven,Netherlands,True,16,35
2000-06-16,Czech Republic,France,1.0,2.0,UEFA Euro,Bruges,Belgium,True,0,2
2000-06-16,Netherlands,Denmark,3.0,0.0,UEFA Euro,Rotterdam,Netherlands,False,21,13
2000-06-17,England,Germany,1.0,0.0,UEFA Euro,Charleroi,Belgium,True,12,6
2000-06-17,Romania,Portugal,0.0,1.0,UEFA Euro,Arnhem,Netherlands,True,11,15
2000-06-18,Norway,Serbia,0.0,1.0,UEFA Euro,Liège,Belgium,True,7,47
2000-06-18,Slovenia,Spain,1.0,2.0,UEFA Euro,Amsterdam,Netherlands,True,46,4
2000-06-19,Belgium,Turkey,0.0,2.0,UEFA Euro,Brussels,Belgium,False,30,35
2000-06-19,Italy,Sweden,2.0,1.0,UEFA Euro,Eindhoven,Netherlands,True,14,16
2000-06-20,England,Romania,2.0,3.0,UEFA Euro,Charleroi,Belgium,True,12,11
2000-06-20,Portugal,Germany,3.0,0.0,UEFA Euro,Rotterdam,Netherlands,True,15,6
2000-06-21,Denmark,Czech Republic,0.0,2.0,UEFA Euro,Liège,Belgium,True,13,0
2000-06-21,Netherlands,France,3.0,2.0,UEFA Euro,Amsterdam,Netherlands,False,21,2
2000-06-21,Serbia,Spain,3.0,4.0,UEFA Euro,Bruges,Belgium,True,47,4
2000-06-21,Slovenia,Norway,0.0,0.0,UEFA Euro,Arnhem,Netherlands,True,46,7
2000-06-24,Italy,Romania,2.0,0.0,UEFA Euro,Brussels,Belgium,True,14,11
2000-06-24,Turkey,Portugal,0.0,2.0,UEFA Euro,Amsterdam,Netherlands,True,35,15
2000-06-25,Netherlands,Serbia,6.0,1.0,UEFA Euro,Rotterdam,Netherlands,False,21,47
2000-06-25,Spain,France,1.0,2.0,UEFA Euro,Bruges,Belgium,True,4,2
2000-06-28,France,Portugal,2.0,1.0,UEFA Euro,Brussels,Belgium,True,2,15
2000-06-29,Netherlands,Italy,0.0,0.0,UEFA Euro,Amsterdam,Netherlands,False,21,14
2000-07-02,France,Italy,2.0,1.0,UEFA Euro,Rotterdam,Netherlands,True,2,14
2004-06-12,Portugal,Greece,1.0,2.0,UEFA Euro,Porto,Portugal,False,22,35
2004-06-12,Spain,Russia,1.0,0.0,UEFA Euro,Faro,Portugal,True,3,31
2004-06-13,France,England,2.0,1.0,UEFA Euro,Lisbon,Portugal,True,2,13
2004-06-13,Switzerland,Croatia,0.0,0.0,UEFA Euro,Leiria,Portugal,True,47,20
2004-06-14,Denmark,Italy,0.0,0.0,UEFA Euro,Guimarães,Portugal,True,15,10
2004-06-14,Sweden,Bulgaria,5.0,0.0,UEFA Euro,Lisbon,Portugal,True,18,40
2004-06-15,Czech Republic,Latvia,2.0,1.0,UEFA Euro,Aveiro,Portugal,True,0,53
2004-06-15,Germany,Netherlands,1.0,1.0,UEFA Euro,Porto,Portugal,True,8,5
2004-06-16,Greece,Spain,1.0,1.0,UEFA Euro,Porto,Portugal,True,35,3
2004-06-16,Portugal,Russia,2.0,0.0,UEFA Euro,Lisbon,Portugal,False,22,31
2004-06-17,Croatia,France,2.0,2.0,UEFA Euro,Leiria,Portugal,True,20,2
2004-06-17,England,Switzerland,3.0,0.0,UEFA Euro,Coimbra,Portugal,True,13,47
2004-06-18,Bulgaria,Denmark,0.0,2.0,UEFA Euro,Braga,Portugal,True,40,15
2004-06-18,Italy,Sweden,1.0,1.0,UEFA Euro,Porto,Portugal,True,10,18
2004-06-19,Latvia,Germany,0.0,0.0,UEFA Euro,Porto,Portugal,True,53,8
2004-06-19,Netherlands,Czech Republic,2.0,3.0,UEFA Euro,Aveiro,Portugal,True,5,0
2004-06-20,Portugal,Spain,1.0,0.0,UEFA Euro,Lisbon,Portugal,False,22,3
2004-06-20,Russia,Greece,2.0,1.0,UEFA Euro,Faro,Portugal,True,31,35
2004-06-21,Croatia,England,2.0,4.0,UEFA Euro,Lisbon,Portugal,True,20,13
2004-06-21,Switzerland,France,1.0,3.0,UEFA Euro,Coimbra,Portugal,True,47,2
2004-06-22,Denmark,Sweden,2.0,2.0,UEFA Euro,Porto,Portugal,True,15,18
2004-06-22,Italy,Bulgaria,2.0,1.0,UEFA Euro,Guimarães,Portugal,True,10,40
2004-06-23,Germany,Czech Republic,1.0,2.0,UEFA Euro,Lisbon,Portugal,True,8,0
2004-06-23,Netherlands,Latvia,3.0,0.0,UEFA Euro,Braga,Portugal,True,5,53
2004-06-24,Portugal,England,2.0,2.0,UEFA Euro,Lisbon,Portugal,False,22,13
2004-06-25,France,Greece,0.0,1.0,UEFA Euro,Lisbon,Portugal,True,2,35
2004-06-26,Sweden,Netherlands,0.0,0.0,UEFA Euro,Faro,Portugal,True,18,5
2004-06-27,Czech Republic,Denmark,3.0,0.0,UEFA Euro,Porto,Portugal,True,0,15
2004-06-30,Portugal,Netherlands,2.0,1.0,UEFA Euro,Lisbon,Portugal,False,22,5
2004-07-01,Greece,Czech Republic,1.0,0.0,UEFA Euro,Porto,Portugal,True,35,0
2004-07-04,Portugal,Greece,0.0,1.0,UEFA Euro,Lisbon,Portugal,False,22,35
2008-06-07,Portugal,Turkey,2.0,0.0,UEFA Euro,Geneva,Switzerland,True,11,20
2008-06-07,Switzerland,Czech Republic,0.0,1.0,UEFA Euro,Basel,Switzerland,False,44,0
2008-06-08,Austria,Croatia,0.0,1.0,UEFA Euro,Vienna,Austria,False,92,15
2008-06-08,Germany,Poland,2.0,0.0,UEFA Euro,Klagenfurt,Austria,True,5,28
2008-06-09,Netherlands,Italy,3.0,0.0,UEFA Euro,Berne,Switzerland,True,10,3
2008-06-09,Romania,France,0.0,0.0,UEFA Euro,Zürich,Switzerland,True,12,7
2008-06-10,Greece,Sweden,0.0,2.0,UEFA Euro,Salzburg,Austria,True,8,30
2008-06-10,Spain,Russia,4.0,1.0,UEFA Euro,Innsbruck,Austria,True,4,24
2008-06-11,Czech Republic,Portugal,1.0,3.0,UEFA Euro,Geneva,Switzerland,True,0,11
2008-06-11,Switzerland,Turkey,1.0,2.0,UEFA Euro,Basel,Switzerland,False,44,20
2008-06-12,Austria,Poland,1.0,1.0,UEFA Euro,Vienna,Austria,False,92,28
2008-06-12,Croatia,Germany,2.0,1.0,UEFA Euro,Klagenfurt,Austria,True,15,5
2008-06-13,Italy,Romania,1.0,1.0,UEFA Euro,Zürich,Switzerland,True,3,12
2008-06-13,Netherlands,France,4.0,1.0,UEFA Euro,Berne,Switzerland,True,10,7
2008-06-14,Greece,Russia,0.0,1.0,UEFA Euro,Salzburg,Austria,True,8,24
2008-06-14,Sweden,Spain,1.0,2.0,UEFA Euro,Innsbruck,Austria,True,30,4
2008-06-15,Switzerland,Portugal,2.0,0.0,UEFA Euro,Basel,Switzerland,False,44,11
2008-06-15,Turkey,Czech Republic,3.0,2.0,UEFA Euro,Geneva,Switzerland,True,20,0
2008-06-16,Austria,Germany,0.0,1.0,UEFA Euro,Vienna,Austria,False,92,5
2008-06-16,Poland,Croatia,0.0,1.0,UEFA Euro,Klagenfurt,Austria,True,28,15
2008-06-17,France,Italy,0.0,2.0,UEFA Euro,Zürich,Switzerland,True,7,3
2008-06-17,Netherlands,Romania,2.0,0.0,UEFA Euro,Berne,Switzerland,True,10,12
2008-06-18,Greece,Spain,1.0,2.0,UEFA Euro,Salzburg,Austria,True,8,4
2008-06-18,Russia,Sweden,2.0,0.0,UEFA Euro,Innsbruck,Austria,True,24,30
2008-06-19,Portugal,Germany,2.0,3.0,UEFA Euro,Basel,Switzerland,True,11,5
2008-06-20,Croatia,Turkey,1.0,1.0,UEFA Euro,Vienna,Austria,True,15,20
2008-06-21,Netherlands,Russia,1.0,3.0,UEFA Euro,Basel,Switzerland,True,10,24
2008-06-22,Spain,Italy,0.0,0.0,UEFA Euro,Vienna,Austria,True,4,3
2008-06-25,Germany,Turkey,3.0,2.0,UEFA Euro,Basel,Switzerland,True,5,20
2008-06-26,Russia,Spain,0.0,3.0,UEFA Euro,Vienna,Austria,True,24,4
2008-06-29,Germany,Spain,0.0,1.0,UEFA Euro,Vienna,Austria,True,5,4
2012-06-08,Poland,Greece,1.0,1.0,UEFA Euro,Warsaw,Poland,False,62,15
2012-06-08,Russia,Czech Republic,4.0,1.0,UEFA Euro,Wrocław,Poland,True,13,0
2012-06-09,Germany,Portugal,1.0,0.0,UEFA Euro,Lviv,Ukraine,True,3,10
2012-06-09,Netherlands,Denmark,0.0,1.0,UEFA Euro,Kharkiv,Ukraine,True,4,9
2012-06-10,Republic of Ireland,Croatia,1.0,3.0,UEFA Euro,Poznań,Poland,True,18,8
2012-06-10,Spain,Italy,1.0,1.0,UEFA Euro,Gdańsk,Poland,True,1,12
2012-06-11,France,England,1.0,1.0,UEFA Euro,Donetsk,Ukraine,True,14,6
2012-06-11,Ukraine,Sweden,2.0,1.0,UEFA Euro,Kyiv,Ukraine,False,52,17
2012-06-12,Greece,Czech Republic,1.0,2.0,UEFA Euro,Wrocław,Poland,True,15,0
2012-06-12,Poland,Russia,1.0,1.0,UEFA Euro,Warsaw,Poland,False,62,13
2012-06-13,Denmark,Portugal,2.0,3.0,UEFA Euro,Lviv,Ukraine,True,9,10
2012-06-13,Netherlands,Germany,1.0,2.0,UEFA Euro,Kharkiv,Ukraine,True,4,3
2012-06-14,Italy,Croatia,1.0,1.0,UEFA Euro,Poznań,Poland,True,12,8
2012-06-14,Spain,Republic of Ireland,4.0,0.0,UEFA Euro,Gdańsk,Poland,True,1,18
2012-06-15,Sweden,England,2.0,3.0,UEFA Euro,Kyiv,Ukraine,True,17,6
2012-06-15,Ukraine,France,0.0,2.0,UEFA Euro,Donetsk,Ukraine,False,52,14
2012-06-16,Greece,Russia,1.0,0.0,UEFA Euro,Warsaw,Poland,True,15,13
2012-06-16,Poland,Czech Republic,0.0,1.0,UEFA Euro,Wrocław,Poland,False,62,0
2012-06-17,Denmark,Germany,1.0,2.0,UEFA Euro,Lviv,Ukraine,True,9,3
2012-06-17,Portugal,Netherlands,2.0,1.0,UEFA Euro,Kharkiv,Ukraine,True,10,4
2012-06-18,Croatia,Spain,0.0,1.0,UEFA Euro,Gdańsk,Poland,True,8,1
2012-06-18,Italy,Republic of Ireland,2.0,0.0,UEFA Euro,Poznań,Poland,True,12,18
2012-06-19,Sweden,France,2.0,0.0,UEFA Euro,Kyiv,Ukraine,True,17,14
2012-06-19,Ukraine,England,0.0,1.0,UEFA Euro,Donetsk,Ukraine,False,52,6
2012-06-21,Czech Republic,Portugal,0.0,1.0,UEFA Euro,Warsaw,Poland,True,0,10
2012-06-22,Germany,Greece,4.0,2.0,UEFA Euro,Gdańsk,Poland,True,3,15
2012-06-23,Spain,France,2.0,0.0,UEFA Euro,Donetsk,Ukraine,True,1,14
2012-06-24,England,Italy,0.0,0.0,UEFA Euro,Kyiv,Ukraine,True,6,12
2012-06-27,Portugal,Spain,0.0,0.0,UEFA Euro,Donetsk,Ukraine,True,10,1
2012-06-28,Germany,Italy,1.0,2.0,UEFA Euro,Warsaw,Poland,True,3,12
2012-07-01,Spain,Italy,4.0,0.0,UEFA Euro,Kyiv,Ukraine,True,1,12
2016-06-10,France,Romania,2.0,1.0,UEFA Euro,Saint-Denis,France,False,17,22
2016-06-11,Albania,Switzerland,0.0,1.0,UEFA Euro,Lens,France,True,42,15
2016-06-11,England,Russia,1.0,1.0,UEFA Euro,Marseille,France,True,11,29
2016-06-11,Wales,Slovakia,2.0,1.0,UEFA Euro,Bordeaux,France,True,26,24
2016-06-12,Germany,Ukraine,2.0,0.0,UEFA Euro,Villeneuve-d'Ascq,France,True,4,19
2016-06-12,Poland,Northern Ireland,1.0,0.0,UEFA Euro,Nice,France,True,27,25
2016-06-12,Turkey,Croatia,0.0,1.0,UEFA Euro,Paris,France,True,18,27
2016-06-13,Belgium,Italy,0.0,2.0,UEFA Euro,Lyon,France,True,2,12
2016-06-13,Republic of Ireland,Sweden,1.0,1.0,UEFA Euro,Saint-Denis,France,True,33,35
2016-06-13,Spain,Czech Republic,1.0,0.0,UEFA Euro,Toulouse,France,True,6,0
2016-06-14,Austria,Hungary,0.0,2.0,UEFA Euro,Bordeaux,France,True,10,20
2016-06-14,Portugal,Iceland,1.0,1.0,UEFA Euro,Saint-Étienne,France,True,8,34
2016-06-15,France,Albania,2.0,0.0,UEFA Euro,Marseille,France,False,17,42
2016-06-15,Romania,Switzerland,1.0,1.0,UEFA Euro,Paris,France,True,22,15
2016-06-15,Russia,Slovakia,1.0,2.0,UEFA Euro,Villeneuve-d'Ascq,France,True,29,24
2016-06-16,England,Wales,2.0,1.0,UEFA Euro,Lens,France,True,11,26
2016-06-16,Germany,Poland,0.0,0.0,UEFA Euro,Saint-Denis,France,True,4,27
2016-06-16,Ukraine,Northern Ireland,0.0,2.0,UEFA Euro,Lyon,France,True,19,25
2016-06-17,Czech Republic,Croatia,2.0,2.0,UEFA Euro,Saint-Étienne,France,True,0,27
2016-06-17,Italy,Sweden,1.0,0.0,UEFA Euro,Toulouse,France,True,12,35
2016-06-17,Spain,Turkey,3.0,0.0,UEFA Euro,Nice,France,True,6,18
2016-06-18,Belgium,Republic of Ireland,3.0,0.0,UEFA Euro,Bordeaux,France,True,2,33
2016-06-18,Iceland,Hungary,1.0,1.0,UEFA Euro,Marseille,France,True,34,20
2016-06-18,Portugal,Austria,0.0,0.0,UEFA Euro,Lyon,France,True,8,10
2016-06-19,France,Switzerland,0.0,0.0,UEFA Euro,Villeneuve-d'Ascq,France,False,17,15
2016-06-19,Romania,Albania,0.0,1.0,UEFA Euro,Lyon,France,True,22,42
2016-06-20,Russia,Wales,0.0,3.0,UEFA Euro,Toulouse,France,True,29,26
2016-06-20,Slovakia,England,0.0,0.0,UEFA Euro,Saint-Étienne,France,True,24,11
2016-06-21,Croatia,Spain,2.0,1.0,UEFA Euro,Bordeaux,France,True,27,6
2016-06-21,Czech Republic,Turkey,0.0,2.0,UEFA Euro,Lens,France,True,0,18
2016-06-21,Northern Ireland,Germany,0.0,1.0,UEFA Euro,Paris,France,True,25,4
2016-06-21,Ukraine,Poland,0.0,1.0,UEFA Euro,Marseille,France,True,19,27
2016-06-22,Hungary,Portugal,3.0,3.0,UEFA Euro,Lyon,France,True,20,8
2016-06-22,Iceland,Austria,2.0,1.0,UEFA Euro,Saint-Denis,France,True,34,10
2016-06-22,Italy,Republic of Ireland,0.0,1.0,UEFA Euro,Villeneuve-d'Ascq,France,True,12,33
2016-06-22,Sweden,Belgium,0.0,1.0,UEFA Euro,Nice,France,True,35,2
2016-06-25,Croatia,Portugal,0.0,1.0,UEFA Euro,Lens,France,True,27,8
2016-06-25,Switzerland,Poland,1.0,1.0,UEFA Euro,Saint-Étienne,France,True,15,27
2016-06-25,Wales,Northern Ireland,1.0,0.0,UEFA Euro,Paris,France,True,26,25
2016-06-26,France,Republic of Ireland,2.0,1.0,UEFA Euro,Lyon,France,False,17,33
2016-06-26,Germany,Slovakia,3.0,0.0,UEFA Euro,Villeneuve-d'Ascq,France,True,4,24
2016-06-26,Hungary,Belgium,0.0,4.0,UEFA Euro,Toulouse,France,True,20,2
2016-06-27,England,Iceland,1.0,2.0,UEFA Euro,Nice,France,True,11,34
2016-06-27,Italy,Spain,2.0,0.0,UEFA Euro,Saint-Denis,France,True,12,6
2016-06-30,Poland,Portugal,1.0,1.0,UEFA Euro,Marseille,France,True,27,8
2016-07-01,Wales,Belgium,3.0,1.0,UEFA Euro,Villeneuve-d'Ascq,France,True,26,2
2016-07-02,Germany,Italy,1.0,1.0,UEFA Euro,Bordeaux,France,True,4,12
2016-07-03,France,Iceland,5.0,2.0,UEFA Euro,Saint-Denis,France,False,17,34
2016-07-06,Portugal,Wales,2.0,0.0,UEFA Euro,Lyon,France,True,8,26
2016-07-07,France,Germany,2.0,0.0,UEFA Euro,Marseille,France,False,17,4
2016-07-10,France,Portugal,0.0,1.0,UEFA Euro,Saint-Denis,France,False,17,8
2018-09-06,Germany,France,0.0,0.0,UEFA Nations League,Munich,Germany,False,15,1
2018-09-06,Czech Republic,Ukraine,1.0,2.0,UEFA Nations League,Uherské Hradiště,Czech Republic,False,0,35
2018-09-06,Wales,Republic of Ireland,4.0,1.0,UEFA Nations League,Cardiff,Wales,False,19,29
2018-09-06,Norway,Cyprus,2.0,0.0,UEFA Nations League,Oslo,Norway,False,53,87
2018-09-06,Slovenia,Bulgaria,1.0,2.0,UEFA Nations League,Ljubljana,Slovenia,False,55,47
2018-09-06,Kazakhstan,Georgia,0.0,2.0,UEFA Nations League,Astana,Kazakhstan,False,116,96
2018-09-06,Latvia,Andorra,0.0,0.0,UEFA Nations League,Riga,Latvia,False,129,130
2018-09-06,Armenia,Liechtenstein,2.0,1.0,UEFA Nations League,Yerevan,Armenia,False,100,180
2018-09-06,Gibraltar,North Macedonia,0.0,2.0,UEFA Nations League,Gibraltar,Gibraltar,False,195,70
2018-09-07,Italy,Poland,1.0,1.0,UEFA Nations League,Bologna,Italy,False,21,18
2018-09-07,Turkey,Russia,1.0,2.0,UEFA Nations League,Trabzon,Turkey,False,38,49
2018-09-07,Albania,Israel,1.0,0.0,UEFA Nations League,Elbasan,Albania,False,58,93
2018-09-07,Lithuania,Serbia,0.0,1.0,UEFA Nations League,Vilnius,Lithuania,False,127,36
2018-09-07,Romania,Montenegro,0.0,0.0,UEFA Nations League,Ploiești,Romania,False,28,41
2018-09-07,Faroe Islands,Malta,3.0,1.0,UEFA Nations League,Tórshavn,Faroe Islands,False,90,184
2018-09-07,Azerbaijan,Kosovo,0.0,0.0,UEFA Nations League,Baku,Azerbaijan,False,105,141
2018-09-08,Switzerland,Iceland,6.0,0.0,UEFA Nations League,St. Gallen,Switzerland,False,8,32
2018-09-08,England,Spain,1.0,2.0,UEFA Nations League,London,England,False,6,9
2018-09-08,Northern Ireland,Bosnia and Herzegovina,1.0,2.0,UEFA Nations League,Belfast,Northern Ireland,False,27,39
2018-09-08,Finland,Hungary,1.0,0.0,UEFA Nations League,Tampere,Finland,False,62,51
2018-09-08,Estonia,Greece,0.0,1.0,UEFA Nations League,Tallinn,Estonia,False,94,42
2018-09-08,Belarus,San Marino,5.0,0.0,UEFA Nations League,Minsk,Belarus,False,78,203
2018-09-08,Luxembourg,Moldova,4.0,0.0,UEFA Nations League,Luxembourg,Luxembourg,False,85,175
2018-09-09,France,Netherlands,2.0,1.0,UEFA Nations League,Paris,France,False,1,17
2018-09-09,Ukraine,Slovakia,1.0,0.0,UEFA Nations League,Lviv,Ukraine,False,35,26
2018-09-09,Denmark,Wales,2.0,0.0,UEFA Nations League,Aarhus,Denmark,False,9,19
2018-09-09,Bulgaria,Norway,1.0,0.0,UEFA Nations League,Sofia,Bulgaria,False,47,53
2018-09-09,Cyprus,Slovenia,2.0,1.0,UEFA Nations League,Nicosia,Cyprus,False,87,55
2018-09-09,Georgia,Latvia,1.0,0.0,UEFA Nations League,Tbilisi,Georgia,False,96,129
2018-09-09,North Macedonia,Armenia,2.0,0.0,UEFA Nations League,Skopje,North Macedonia,False,70,100
2018-09-09,Liechtenstein,Gibraltar,2.0,0.0,UEFA Nations League,Vaduz,Liechtenstein,False,180,195
2018-09-10,Portugal,Italy,1.0,0.0,UEFA Nations League,Lisbon,Portugal,False,7,21
2018-09-10,Sweden,Turkey,2.0,3.0,UEFA Nations League,Stockholm,Sweden,False,13,38
2018-09-10,Scotland,Albania,2.0,0.0,UEFA Nations League,Glasgow,Scotland,False,40,58
2018-09-10,Montenegro,Lithuania,2.0,0.0,UEFA Nations League,Podgorica,Montenegro,False,41,127
2018-09-10,Serbia,Romania,2.0,2.0,UEFA Nations League,Belgrade,Serbia,False,36,28
2018-09-10,Andorra,Kazakhstan,1.0,1.0,UEFA Nations League,Andorra la Vella,Andorra,False,130,116
2018-09-10,Kosovo,Faroe Islands,2.0,0.0,UEFA Nations League,Pristina,Kosovo,False,141,90
2018-09-10,Malta,Azerbaijan,1.0,1.0,UEFA Nations League,Attard,Malta,False,184,105
2018-09-11,Iceland,Belgium,0.0,3.0,UEFA Nations League,Reykjavík,Iceland,False,32,2
2018-09-11,Spain,Croatia,6.0,0.0,UEFA Nations League,Elche,Spain,False,9,4
2018-09-11,Bosnia and Herzegovina,Austria,1.0,0.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,39,23
2018-09-11,Hungary,Greece,2.0,1.0,UEFA Nations League,Budapest,Hungary,False,51,42
2018-09-11,Finland,Estonia,1.0,0.0,UEFA Nations League,Turku,Finland,False,62,94
2018-09-11,San Marino,Luxembourg,0.0,3.0,UEFA Nations League,Serravalle,San Marino,False,203,85
2018-09-11,Moldova,Belarus,0.0,0.0,UEFA Nations League,Chișinău,Moldova,False,175,78
2018-10-11,Poland,Portugal,2.0,3.0,UEFA Nations League,Chorzów,Poland,False,18,7
2018-10-11,Russia,Sweden,0.0,0.0,UEFA Nations League,Kaliningrad,Russia,False,46,15
2018-10-11,Israel,Scotland,2.0,1.0,UEFA Nations League,Haifa,Israel,False,94,39
2018-10-11,Montenegro,Serbia,0.0,2.0,UEFA Nations League,Podgorica,Montenegro,False,41,35
2018-10-11,Lithuania,Romania,1.0,2.0,UEFA Nations League,Vilnius,Lithuania,False,126,27
2018-10-11,Faroe Islands,Azerbaijan,0.0,3.0,UEFA Nations League,Tórshavn,Faroe Islands,False,92,108
2018-10-11,Kosovo,Malta,3.0,1.0,UEFA Nations League,Pristina,Kosovo,False,138,183
2018-10-12,Belgium,Switzerland,2.0,1.0,UEFA Nations League,Brussels,Belgium,False,1,8
2018-10-12,Croatia,England,0.0,0.0,UEFA Nations League,Rijeka,Croatia,False,4,6
2018-10-12,Austria,Northern Ireland,1.0,0.0,UEFA Nations League,Vienna,Austria,False,24,28
2018-10-12,Estonia,Finland,0.0,1.0,UEFA Nations League,Tallinn,Estonia,False,98,58
2018-10-12,Greece,Hungary,1.0,0.0,UEFA Nations League,Athens,Greece,False,42,49
2018-10-12,Belarus,Luxembourg,1.0,0.0,UEFA Nations League,Minsk,Belarus,False,80,82
2018-10-12,Moldova,San Marino,2.0,0.0,UEFA Nations League,Chișinău,Moldova,False,173,204
2018-10-13,Netherlands,Germany,3.0,0.0,UEFA Nations League,Amsterdam,Netherlands,False,17,12
2018-10-13,Slovakia,Czech Republic,1.0,2.0,UEFA Nations League,Trnava,Slovakia,False,26,0
2018-10-13,Republic of Ireland,Denmark,0.0,0.0,UEFA Nations League,Dublin,Republic of Ireland,False,30,10
